 5458 29
2 9466 29
2 9467 29
2 9468 29
2 9469 29
2 9470 29
2 9471 29
2 9472 29
2 9473 29
2 9474 31
2 9475 29
2 9476 29
2 9477 29
2 9478 29
2 9479 29
2 9480 29
2 9481 29
2 9482 29
2 9483 29
2 9484 29
2 9485 29
2 9486 29
2 9487 29
2 9488 29
2 9489 29
2 9490 29
2 9491 29
2 9492 29
2 9493 29
2 9494 30
2 9495 29
2 9496 29
2 9497 29
2 9498 29
2 9499 29
2 9500 29
2 9501 29
2 9502 29
2 9503 29
2 9504 29
2 9505 29
2 9506 29
2 9507 29
2 9508 29
2 9509 29
2 9510 29
2 9511 29
2 9512 29
2 9513 29
2 9514 29
2 9515 29
2 9516 29
2 9517 29
2 9518 29
2 9519 29
2 9520 29
2 9521 29
2 9522 29
2 9523 29
2 9524 29
2 9525 29
2 9526 29
2 9527 29
2 9528 29
2 9529 29
2 9530 29
2 9531 29
2 9532 29
2 9533 29
2 9534 29
2 9535 29
2 9536 29
2 9537 30
2 9538 29
2 9539 29
2 9540 29
2 9541 29
2 9542 29
2 9543 29
2 9544 29
2 9545 29
2 9546 29
2 9547 29
2 9548 29
2 9549 29
2 9550 29
2 9551 29
2 9552 29
2 9553 29
2 9554 29
2 9555 29
2 9556 29
2 9557 29
2 9558 29
2 9559 29
2 9560 29
2 9561 29
2 9562 29
2 9563 29
2 9564 29
2 9565 29
2 9566 29
2 9567 29
2 9568 29
2 9569 29
2 9570 29
2 9571 29
2 9572 29
2 9573 29
2 9574 29
2 9575 29
2 9576 29
2 9577 29
2 9578 29
2 9579 29
2 9580 29
2 9581 29
2 9582 29
2 9583 29
2 9584 29
2 9585 29
2 9586 29
2 9587 29
2 9588 29
2 9589 29
2 9590 29
2 9591 29
2 9592 29
2 9593 29
2 9594 29
2 9595 29
2 9596 29
2 9597 29
2 9598 29
2 9599 29
2 9600 29
2 9601 29
2 9602 29
2 9603 29
2 9604 29
2 9605 29
2 9606 29
2 9607 29
2 9608 29
2 9609 29
2 9610 29
2 9611 29
2 9612 29
2 9613 29
2 9614 29
2 9615 29
2 9616 29
2 9617 29
2 9618 29
2 9619 29
2 9620 29
2 9621 29
2 9622 29
2 9623 29
2 9624 29
2 9625 29
2 9626 29
2 9627 29
2 9628 29
2 9629 29
2 9630 29
2 9631 29
2 9632 29
2 9633 29
2 9634 29
2 9635 29
2 9636 29
2 9637 29
2 9638 29
2 9639 29
2 9640 29
2 9641 29
2 9642 29
2 9643 29
2 9644 29
2 9645 29
2 9646 29
2 9647 29
2 9648 29
2 9649 29
2 9650 29
2 9651 29
2 9652 29
2 9653 29
2 9654 29
2 9655 29
2 9656 29
2 9657 29
2 9658 29
2 9659 29
2 9660 29
2 9661 29
2 9662 29
2 9663 29
2 9664 29
2 9665 29
2 9666 29
2 9667 29
2 9668 29
2 9669 29
2 9670 29
2 9671 29
2 9672 29
2 9673 29
2 9674 29
2 9675 29
2 9676 29
2 9677 29
2 9678 29
2 9679 29
2 9680 29
2 9681 29
2 9682 29
2 9683 29
2 9684 29
2 9685 29
2 9686 29
2 9687 29
2 9688 29
2 9689 29
2 9690 29
2 9691 29
2 9692 29
2 9693 29
2 9694 29
2 9695 29
2 9696 29
2 9697 29
2 9698 29
2 9699 29
2 9700 29
2 9701 29
2 9702 29
2 9703 29
2 9704 29
2 9705 29
2 9706 29
2 9707 29
2 9708 29
2 9709 29
2 9710 29
2 9711 29
2 9712 29
2 9713 29
2 9714 29
2 9715 29
2 9716 29
2 9717 29
2 9718 29
2 9719 29
2 9720 29
2 9721 29
2 9722 29
2 9723 29
2 9724 29
2 9725 29
2 9726 29
2 9727 29
2 9728 29
2 9729 29
2 9730 29
2 9731 29
2 9732 29
2 9733 29
2 9734 29
2 9735 29
2 9736 29
2 9737 30
2 9738 29
2 9739 29
2 9740 29
2 9741 29
2 9742 29
2 9743 29
2 9744 29
2 9745 29
2 9746 29
2 9747 29
2 9748 29
2 9749 29
2 9750 29
2 9751 29
2 9752 29
2 9753 29
2 9754 29
2 9755 29
2 9756 29
2 9757 29
2 9758 29
2 9759 29
2 9760 29
2 9761 29
2 9762 29
2 9763 29
2 9764 29
2 9765 29
2 9766 29
2 9767 29
2 9768 29
2 9769 29
2 9770 29
2 9771 29
2 9772 29
2 9773 29
2 9774 29
2 9775 29
2 9776 29
2 9777 29
2 9778 29
2 9779 29
2 9780 29
2 9781 29
2 9782 29
2 9783 29
2 9784 29
2 9785 29
2 9786 29
2 9787 29
2 9788 29
2 9789 29
2 9790 29
2 9791 29
2 9792 29
2 9793 29
2 9794 30
2 9795 29
2 9796 29
2 9797 29
2 9798 29
2 9799 29
2 9800 29
2 9801 29
2 9802 29
2 9803 29
2 9804 29
2 9805 29
2 9806 29
2 9807 29
2 9808 29
2 9809 29
2 9810 29
2 9811 29
2 9812 29
2 9813 29
2 9814 29
2 9815 29
2 9816 29
2 9817 30
2 9818 29
2 9819 29
2 9820 29
2 9821 29
2 9822 29
2 9823 29
2 9824 29
2 9825 29
2 9826 29
2 9827 29
2 9828 29
2 9829 29
2 9830 29
2 9831 29
2 9832 29
2 9833 29
2 9834 29
2 9835 29
2 9836 29
2 9837 29
2 9838 29
2 9839 29
2 9840 29
2 9841 29
2 9842 29
2 9843 29
2 9844 29
2 9845 29
2 9846 29
2 9847 29
2 9848 29
2 9849 29
2 9850 29
2 9851 29
2 9852 29
2 9853 29
2 9854 29
2 9855 29
2 9856 29
2 9857 29
2 9858 29
2 9859 29
2 9860 29
2 9861 29
2 9862 29
2 9863 29
2 9864 29
2 9865 29
2 9866 29
2 9867 29
2 9868 29
2 9869 29
2 9870 29
2 9871 29
2 9872 29
2 9873 29
2 9874 29
2 9875 29
2 9876 29
2 9877 29
2 9878 29
2 9879 29
2 9880 29
2 9881 29
2 9882 29
2 9883 29
2 9884 29
2 9885 29
2 9886 29
2 9887 29
2 9888 29
2 9889 29
2 9890 29
2 9891 29
2 9892 29
2 9893 29
2 9894 29
2 9895 29
2 9896 29
2 9897 29
2 9898 29
2 9899 29
2 9900 29
2 9901 29
2 9902 29
2 9903 29
2 9904 29
2 9905 29
2 9906 29
2 9907 29
2 9908 29
2 9909 29
2 9910 29
2 9911 29
2 9912 29
2 9913 29
2 9914 29
2 9915 29
2 9916 29
2 9917 29
2 9918 29
2 9919 29
2 9920 29
2 9921 29
2 9922 29
2 9923 29
2 9924 29
2 9925 29
2 9926 29
2 9927 29
2 9928 29
2 9929 29
2 9930 29
2 9931 29
2 9932 29
2 9933 29
2 9934 29
2 9935 29
2 9936 29
2 9937 30
2 9938 29
2 9939 29
2 9940 29
2 9941 29
2 9942 29
2 9943 29
2 9944 29
2 9945 29
2 9946 29
2 9947 29
2 9948 29
2 9949 29
2 9950 29
2 9951 29
2 9952 29
2 9953 29
2 9954 29
2 9955 29
2 9956 29
2 9957 29
2 9958 29
2 9959 29
2 9960 29
2 9961 29
2 9962 29
2 9963 29
2 9964 29
2 9965 29
2 9966 29
2 9967 29
2 9968 29
2 9969 29
2 9970 29
2 9971 29
2 9972 29
2 9973 29
2 9974 30
2 9975 29
2 9976 29
2 9977 29
2 9978 29
2 9979 29
2 9980 29
2 9981 29
2 9982 29
2 9983 29
2 9984 29
2 9985 29
2 9986 29
2 9987 29
2 9988 29
2 9989 29
2 9990 29
2 9991 29
2 9992 29
2 9993 29
2 9994 29
2 9995 29
2 9996 29
2 9997 29
2 9998 29
2 9999 29
3 0 28
3 1 28
3 2 28
3 3 27
3 4 27
3 5 27
3 6 27
3 7 27
3 8 27
3 9 28
3 10 28
3 11 27
3 12 27
3 13 28
3 14 27
3 15 27
3 16 27
3 17 28
3 18 28
3 19 28
3 20 27
3 21 28
3 22 27
3 23 27
3 24 27
3 25 27
3 26 27
3 27 27
3 28 27
3 29 27
3 30 27
3 31 27
3 32 26
3 33 27
3 34 28
3 35 27
3 36 27
3 37 27
3 38 27
3 39 27
3 40 27
3 41 27
3 42 27
3 43 27
3 44 27
3 45 27
3 46 27
3 47 27
3 48 27
3 49 27
3 50 27
3 51 27
3 52 28
3 53 27
3 54 28
3 55 27
3 56 28
3 57 27
3 58 27
3 59 27
3 60 27
3 61 27
3 62 27
3 63 27
3 64 27
3 65 27
3 66 27
3 67 27
3 68 28
3 69 27
3 70 27
3 71 27
3 72 27
3 73 27
3 74 28
3 75 28
3 76 27
3 77 27
3 78 27
3 79 27
3 80 27
3 81 27
3 82 27
3 83 27
3 84 28
3 85 27
3 86 27
3 87 27
3 88 27
3 89 27
3 90 27
3 91 27
3 92 27
3 93 28
3 94 27
3 95 27
3 96 27
3 97 28
3 98 28
3 99 28
3 100 28
3 101 27
3 102 29
3 103 28
3 104 29
3 105 29
3 106 30
3 107 30
3 108 29
3 109 29
3 110 30
3 111 30
3 112 28
3 113 29
3 114 30
3 115 30
3 116 29
3 117 29
3 118 29
3 119 29
3 120 29
3 121 29
3 122 29
3 123 29
3 124 29
3 125 29
3 126 29
3 127 29
3 128 29
3 129 29
3 130 29
3 131 29
3 132 29
3 133 29
3 134 30
3 135 29
3 136 29
3 137 29
3 138 29
3 139 29
3 140 29
3 141 29
3 142 29
3 143 29
3 144 29
3 145 29
3 146 29
3 147 29
3 148 29
3 149 29
3 150 29
3 151 29
3 152 29
3 153 29
3 154 30
3 155 29
3 156 29
3 157 29
3 158 29
3 159 29
3 160 29
3 161 29
3 162 29
3 163 29
3 164 29
3 165 29
3 166 29
3 167 29
3 168 29
3 169 29
3 170 29
3 171 29
3 172 29
3 173 29
3 174 30
3 175 29
3 176 29
3 177 29
3 178 29
3 179 29
3 180 29
3 181 29
3 182 29
3 183 29
3 184 29
3 185 29
3 186 29
3 187 29
3 188 29
3 189 29
3 190 29
3 191 29
3 192 29
3 193 29
3 194 29
3 195 29
3 196 29
3 197 29
3 198 29
3 199 29
3 200 29
3 201 29
3 202 29
3 203 29
3 204 29
3 205 29
3 206 29
3 207 29
3 208 29
3 209 29
3 210 29
3 211 29
3 212 29
3 213 29
3 214 29
3 215 29
3 216 29
3 217 29
3 218 29
3 219 29
3 220 29
3 221 29
3 222 29
3 223 29
3 224 29
3 225 29
3 226 29
3 227 29
3 228 29
3 229 29
3 230 29
3 231 29
3 232 30
3 233 29
3 234 31
3 235 29
3 236 29
3 237 29
3 238 29
3 239 29
3 240 29
3 241 29
3 242 29
3 243 29
3 244 30
3 245 30
3 246 30
3 247 30
3 248 29
3 249 29
3 250 29
3 251 31
3 252 30
3 253 30
3 254 31
3 255 29
3 256 30
3 257 29
3 258 29
3 259 29
3 260 29
3 261 29
3 262 29
3 263 30
3 264 30
3 265 30
3 266 31
3 267 30
3 268 30
3 269 29
3 270 29
3 271 29
3 272 30
3 273 30
3 274 31
3 275 30
3 276 29
3 277 29
3 278 29
3 279 29
3 280 29
3 281 29
3 282 29
3 283 29
3 284 29
3 285 29
3 286 29
3 287 29
3 288 29
3 289 29
3 290 29
3 291 30
3 292 29
3 293 30
3 294 31
3 295 29
3 296 29
3 297 29
3 298 29
3 299 29
3 300 29
3 301 29
3 302 29
3 303 29
3 304 29
3 305 29
3 306 29
3 307 29
3 308 29
3 309 29
3 310 29
3 311 30
3 312 29
3 313 30
3 314 31
3 315 29
3 316 29
3 317 29
3 318 29
3 319 29
3 320 29
3 321 29
3 322 30
3 323 30
3 324 30
3 325 31
3 326 31
3 327 30
3 328 30
3 329 29
3 330 29
3 331 31
3 332 31
3 333 31
3 334 30
3 335 30
3 336 30
3 337 29
3 338 29
3 339 29
3 340 29
3 341 29
3 342 31
3 343 31
3 344 31
3 345 31
3 346 31
3 347 31
3 348 30
3 349 30
3 350 29
3 351 31
3 352 31
3 353 30
3 354 30
3 355 30
3 356 30
3 357 30
3 358 29
3 359 29
3 360 29
3 361 30
3 362 31
3 363 31
3 364 31
3 365 31
3 366 31
3 367 31
3 368 30
3 369 30
3 370 29
3 371 31
3 372 31
3 373 30
3 374 30
3 375 30
3 376 30
3 377 29
3 378 29
3 379 29
3 380 29
3 381 29
3 382 29
3 383 29
3 384 30
3 385 31
3 386 31
3 387 31
3 388 30
3 389 30
3 390 29
3 391 31
3 392 31
3 393 31
3 394 31
3 395 30
3 396 30
3 397 29
3 398 29
3 399 29
3 400 29
3 401 29
3 402 29
3 403 31
3 404 31
3 405 31
3 406 31
3 407 30
3 408 30
3 409 30
3 410 29
3 411 31
3 412 31
3 413 31
3 414 30
3 415 30
3 416 30
3 417 30
3 418 29
3 419 30
3 420 29
3 421 31
3 422 31
3 423 31
3 424 31
3 425 31
3 426 31
3 427 31
3 428 31
3 429 30
3 430 30
3 431 30
3 432 31
3 433 31
3 434 30
3 435 31
3 436 30
3 437 31
3 438 30
3 439 30
3 440 30
3 441 31
3 442 31
3 443 30
3 444 30
3 445 30
3 446 30
3 447 30
3 448 31
3 449 31
3 450 31
3 451 30
3 452 30
3 453 30
3 454 30
3 455 30
3 456 29
3 457 31
3 458 31
3 459 31
3 460 30
3 461 31
3 462 31
3 463 30
3 464 30
3 465 30
3 466 30
3 467 30
3 468 30
3 469 31
3 470 30
3 471 31
3 472 30
3 473 31
3 474 30
3 475 31
3 476 30
3 477 30
3 478 30
3 479 31
3 480 30
3 481 31
3 482 31
3 483 31
3 484 30
3 485 30
3 486 31
3 487 31
3 488 30
3 489 30
3 490 30
3 491 31
3 492 31
3 493 30
3 494 31
3 495 30
3 496 30
3 497 29
3 498 29
3 499 30
3 500 30
3 501 31
3 502 31
3 503 31
3 504 31
3 505 31
3 506 31
3 507 31
3 508 31
3 509 31
3 510 30
3 511 30
3 512 30
3 513 30
3 514 30
3 515 30
3 516 30
3 517 31
3 518 30
3 519 30
3 520 31
3 521 31
3 522 30
3 523 30
3 524 30
3 525 30
3 526 30
3 527 30
3 528 30
3 529 31
3 530 31
3 531 29
3 532 30
3 533 30
3 534 29
3 535 31
3 536 30
3 537 31
3 538 30
3 539 31
3 540 31
3 541 30
3 542 30
3 543 30
3 544 30
3 545 30
3 546 31
3 547 30
3 548 30
3 549 30
3 550 30
3 551 29
3 552 29
3 553 30
3 554 30
3 555 30
3 556 30
3 557 31
3 558 31
3 559 31
3 560 31
3 561 30
3 562 30
3 563 30
3 564 30
3 565 30
3 566 30
3 567 30
3 568 30
3 569 31
3 570 31
3 571 29
3 572 30
3 573 30
3 574 30
3 575 30
3 576 30
3 577 31
3 578 31
3 579 31
3 580 31
3 581 31
3 582 31
3 583 30
3 584 30
3 585 30
3 586 30
3 587 30
3 588 31
3 589 31
3 590 30
3 591 30
3 592 30
3 593 30
3 594 30
3 595 31
3 596 29
3 597 31
3 598 30
3 599 31
3 600 30
3 601 31
3 602 30
3 603 30
3 604 30
3 605 30
3 606 30
3 607 30
3 608 30
3 609 31
3 610 31
3 611 29
3 612 30
3 613 30
3 614 29
3 615 30
3 616 30
3 617 31
3 618 30
3 619 31
3 620 30
3 621 30
3 622 30
3 623 30
3 624 30
3 625 31
3 626 30
3 627 30
3 628 30
3 629 30
3 630 30
3 631 30
3 632 30
3 633 30
3 634 30
3 635 30
3 636 30
3 637 30
3 638 30
3 639 30
3 640 30
3 641 30
3 642 30
3 643 30
3 644 30
3 645 30
3 646 30
3 647 30
3 648 30
3 649 30
3 650 30
3 651 30
3 652 30
3 653 30
3 654 30
3 655 30
3 656 30
3 657 30
3 658 30
3 659 30
3 660 30
3 661 30
3 662 30
3 663 29
3 664 31
3 665 30
3 666 31
3 667 30
3 668 30
3 669 30
3 670 30
3 671 30
3 672 30
3 673 30
3 674 30
3 675 30
3 676 30
3 677 31
3 678 31
3 679 31
3 680 31
3 681 31
3 682 30
3 683 30
3 684 30
3 685 30
3 686 30
3 687 30
3 688 30
3 689 30
3 690 31
3 691 30
3 692 30
3 693 30
3 694 30
3 695 30
3 696 30
3 697 31
3 698 31
3 699 31
3 700 31
3 701 30
3 702 30
3 703 30
3 704 30
3 705 30
3 706 30
3 707 29
3 708 30
3 709 30
3 710 30
3 711 30
3 712 30
3 713 30
3 714 30
3 715 30
3 716 30
3 717 31
3 718 30
3 719 30
3 720 30
3 721 30
3 722 30
3 723 30
3 724 30
3 725 30
3 726 30
3 727 30
3 728 31
3 729 30
3 730 30
3 731 30
3 732 30
3 733 30
3 734 30
3 735 30
3 736 31
3 737 30
3 738 30
3 739 29
3 740 31
3 741 30
3 742 30
3 743 30
3 744 30
3 745 30
3 746 30
3 747 30
3 748 30
3 749 31
3 750 30
3 751 30
3 752 30
3 753 30
3 754 30
3 755 30
3 756 30
3 757 30
3 758 30
3 759 30
3 760 30
3 761 30
3 762 30
3 763 30
3 764 30
3 765 30
3 766 30
3 767 30
3 768 31
3 769 31
3 770 30
3 771 30
3 772 30
3 773 30
3 774 30
3 775 30
3 776 30
3 777 31
3 778 30
3 779 30
3 780 30
3 781 30
3 782 30
3 783 30
3 784 30
3 785 30
3 786 30
3 787 30
3 788 30
3 789 30
3 790 30
3 791 30
3 792 29
3 793 30
3 794 30
3 795 30
3 796 30
3 797 31
3 798 30
3 799 30
3 800 30
3 801 30
3 802 29
3 803 30
3 804 30
3 805 30
3 806 30
3 807 30
3 808 30
3 809 30
3 810 30
3 811 30
3 812 30
3 813 30
3 814 30
3 815 30
3 816 31
3 817 30
3 818 30
3 819 30
3 820 30
3 821 30
3 822 30
3 823 30
3 824 30
3 825 30
3 826 30
3 827 30
3 828 30
3 829 30
3 830 31
3 831 30
3 832 30
3 833 30
3 834 30
3 835 30
3 836 31
3 837 30
3 838 31
3 839 30
3 840 31
3 841 30
3 842 30
3 843 30
3 844 30
3 845 30
3 846 30
3 847 30
3 848 30
3 849 30
3 850 30
3 851 29
3 852 30
3 853 30
3 854 30
3 855 30
3 856 31
3 857 30
3 858 31
3 859 30
3 860 31
3 861 30
3 862 30
3 863 30
3 864 30
3 865 30
3 866 30
3 867 30
3 868 30
3 869 30
3 870 30
3 871 30
3 872 30
3 873 30
3 874 30
3 875 30
3 876 30
3 877 30
3 878 30
3 879 30
3 880 30
3 881 30
3 882 30
3 883 30
3 884 30
3 885 30
3 886 30
3 887 31
3 888 30
3 889 30
3 890 30
3 891 30
3 892 30
3 893 30
3 894 30
3 895 30
3 896 30
3 897 30
3 898 30
3 899 29
3 900 31
3 901 29
3 902 30
3 903 30
3 904 30
3 905 30
3 906 30
3 907 30
3 908 30
3 909 30
3 910 30
3 911 30
3 912 30
3 913 30
3 914 30
3 915 30
3 916 31
3 917 30
3 918 31
3 919 29
3 920 30
3 921 30
3 922 30
3 923 30
3 924 30
3 925 30
3 926 30
3 927 30
3 928 30
3 929 30
3 930 30
3 931 29
3 932 30
3 933 30
3 934 29
3 935 30
3 936 30
3 937 30
3 938 30
3 939 30
3 940 30
3 941 30
3 942 30
3 943 30
3 944 30
3 945 30
3 946 30
3 947 30
3 948 30
3 949 30
3 950 30
3 951 30
3 952 30
3 953 30
3 954 30
3 955 30
3 956 30
3 957 29
3 958 30
3 959 30
3 960 31
3 961 30
3 962 30
3 963 30
3 964 30
3 965 30
3 966 30
3 967 30
3 968 30
3 969 30
3 970 30
3 971 30
3 972 30
3 973 30
3 974 30
3 975 30
3 976 30
3 977 30
3 978 30
3 979 30
3 980 30
3 981 30
3 982 30
3 983 30
3 984 30
3 985 30
3 986 30
3 987 30
3 988 31
3 989 30
3 990 30
3 991 30
3 992 30
3 993 30
3 994 30
3 995 30
3 996 31
3 997 30
3 998 30
3 999 30
3 1000 30
3 1001 30
3 1002 30
3 1003 30
3 1004 30
3 1005 30
3 1006 30
3 1007 30
3 1008 30
3 1009 30
3 1010 30
3 1011 29
3 1012 30
3 1013 30
3 1014 29
3 1015 30
3 1016 30
3 1017 30
3 1018 30
3 1019 30
3 1020 30
3 1021 30
3 1022 30
3 1023 30
3 1024 30
3 1025 30
3 1026 30
3 1027 30
3 1028 30
3 1029 30
3 1030 30
3 1031 29
3 1032 30
3 1033 30
3 1034 30
3 1035 30
3 1036 30
3 1037 30
3 1038 30
3 1039 30
3 1040 30
3 1041 30
3 1042 30
3 1043 30
3 1044 30
3 1045 30
3 1046 30
3 1047 30
3 1048 30
3 1049 30
3 1050 30
3 1051 30
3 1052 30
3 1053 30
3 1054 29
3 1055 30
3 1056 30
3 1057 30
3 1058 30
3 1059 30
3 1060 30
3 1061 30
3 1062 30
3 1063 30
3 1064 30
3 1065 30
3 1066 30
3 1067 30
3 1068 30
3 1069 30
3 1070 31
3 1071 30
3 1072 30
3 1073 30
3 1074 30
3 1075 30
3 1076 31
3 1077 30
3 1078 30
3 1079 30
3 1080 30
3 1081 30
3 1082 30
3 1083 30
3 1084 30
3 1085 30
3 1086 30
3 1087 30
3 1088 30
3 1089 30
3 1090 29
3 1091 30
3 1092 30
3 1093 30
3 1094 30
3 1095 30
3 1096 31
3 1097 30
3 1098 31
3 1099 30
3 1100 31
3 1101 30
3 1102 30
3 1103 30
3 1104 30
3 1105 30
3 1106 30
3 1107 30
3 1108 30
3 1109 30
3 1110 30
3 1111 30
3 1112 30
3 1113 29
3 1114 30
3 1115 30
3 1116 30
3 1117 30
3 1118 30
3 1119 30
3 1120 30
3 1121 30
3 1122 30
3 1123 30
3 1124 30
3 1125 30
3 1126 30
3 1127 30
3 1128 30
3 1129 30
3 1130 30
3 1131 30
3 1132 30
3 1133 29
3 1134 29
3 1135 29
3 1136 30
3 1137 30
3 1138 30
3 1139 30
3 1140 30
3 1141 30
3 1142 30
3 1143 30
3 1144 30
3 1145 30
3 1146 30
3 1147 30
3 1148 30
3 1149 30
3 1150 30
3 1151 30
3 1152 30
3 1153 29
3 1154 29
3 1155 30
3 1156 30
3 1157 30
3 1158 30
3 1159 30
3 1160 30
3 1161 30
3 1162 30
3 1163 30
3 1164 30
3 1165 30
3 1166 30
3 1167 30
3 1168 30
3 1169 30
3 1170 31
3 1171 30
3 1172 30
3 1173 30
3 1174 29
3 1175 30
3 1176 31
3 1177 30
3 1178 31
3 1179 30
3 1180 31
3 1181 30
3 1182 30
3 1183 30
3 1184 30
3 1185 30
3 1186 30
3 1187 30
3 1188 30
3 1189 30
3 1190 30
3 1191 30
3 1192 30
3 1193 30
3 1194 30
3 1195 30
3 1196 31
3 1197 29
3 1198 30
3 1199 30
3 1200 31
3 1201 30
3 1202 30
3 1203 30
3 1204 30
3 1205 30
3 1206 30
3 1207 30
3 1208 30
3 1209 30
3 1210 30
3 1211 29
3 1212 30
3 1213 30
3 1214 30
3 1215 30
3 1216 30
3 1217 30
3 1218 30
3 1219 30
3 1220 30
3 1221 30
3 1222 30
3 1223 30
3 1224 30
3 1225 30
3 1226 30
3 1227 30
3 1228 30
3 1229 30
3 1230 30
3 1231 30
3 1232 30
3 1233 29
3 1234 28
3 1235 30
3 1236 30
3 1237 30
3 1238 30
3 1239 30
3 1240 30
3 1241 30
3 1242 30
3 1243 30
3 1244 30
3 1245 30
3 1246 30
3 1247 30
3 1248 30
3 1249 30
3 1250 30
3 1251 29
3 1252 30
3 1253 30
3 1254 30
3 1255 30
3 1256 30
3 1257 30
3 1258 30
3 1259 30
3 1260 30
3 1261 30
3 1262 30
3 1263 30
3 1264 30
3 1265 30
3 1266 30
3 1267 30
3 1268 30
3 1269 30
3 1270 30
3 1271 30
3 1272 30
3 1273 30
3 1274 30
3 1275 30
3 1276 31
3 1277 30
3 1278 31
3 1279 29
3 1280 31
3 1281 30
3 1282 30
3 1283 30
3 1284 30
3 1285 30
3 1286 30
3 1287 30
3 1288 30
3 1289 30
3 1290 30
3 1291 30
3 1292 30
3 1293 30
3 1294 30
3 1295 30
3 1296 30
3 1297 30
3 1298 30
3 1299 30
3 1300 30
3 1301 30
3 1302 30
3 1303 30
3 1304 30
3 1305 30
3 1306 30
3 1307 30
3 1308 30
3 1309 30
3 1310 30
3 1311 30
3 1312 29
3 1313 29
3 1314 29
3 1315 29
3 1316 30
3 1317 30
3 1318 30
3 1319 30
3 1320 30
3 1321 30
3 1322 30
3 1323 30
3 1324 30
3 1325 30
3 1326 30
3 1327 30
3 1328 30
3 1329 30
3 1330 30
3 1331 28
3 1332 30
3 1333 29
3 1334 29
3 1335 30
3 1336 30
3 1337 30
3 1338 30
3 1339 30
3 1340 30
3 1341 30
3 1342 30
3 1343 30
3 1344 30
3 1345 30
3 1346 30
3 1347 30
3 1348 30
3 1349 30
3 1350 30
3 1351 30
3 1352 30
3 1353 29
3 1354 29
3 1355 30
3 1356 30
3 1357 30
3 1358 30
3 1359 30
3 1360 30
3 1361 30
3 1362 30
3 1363 30
3 1364 30
3 1365 30
3 1366 30
3 1367 30
3 1368 30
3 1369 30
3 1370 30
3 1371 30
3 1372 30
3 1373 30
3 1374 30
3 1375 30
3 1376 31
3 1377 30
3 1378 31
3 1379 29
3 1380 30
3 1381 30
3 1382 30
3 1383 30
3 1384 30
3 1385 30
3 1386 30
3 1387 30
3 1388 30
3 1389 30
3 1390 30
3 1391 29
3 1392 30
3 1393 30
3 1394 30
3 1395 30
3 1396 31
3 1397 30
3 1398 30
3 1399 30
3 1400 30
3 1401 30
3 1402 30
3 1403 30
3 1404 30
3 1405 30
3 1406 30
3 1407 30
3 1408 30
3 1409 30
3 1410 30
3 1411 28
3 1412 30
3 1413 29
3 1414 28
3 1415 29
3 1416 30
3 1417 30
3 1418 30
3 1419 30
3 1420 30
3 1421 30
3 1422 30
3 1423 30
3 1424 30
3 1425 30
3 1426 30
3 1427 30
3 1428 30
3 1429 30
3 1430 30
3 1431 29
3 1432 29
3 1433 29
3 1434 30
3 1435 30
3 1436 30
3 1437 30
3 1438 30
3 1439 30
3 1440 30
3 1441 30
3 1442 30
3 1443 30
3 1444 30
3 1445 30
3 1446 30
3 1447 30
3 1448 30
3 1449 30
3 1450 30
3 1451 30
3 1452 30
3 1453 30
3 1454 29
3 1455 30
3 1456 31
3 1457 29
3 1458 30
3 1459 30
3 1460 30
3 1461 30
3 1462 30
3 1463 30
3 1464 30
3 1465 30
3 1466 30
3 1467 30
3 1468 30
3 1469 30
3 1470 31
3 1471 30
3 1472 30
3 1473 30
3 1474 30
3 1475 30
3 1476 31
3 1477 30
3 1478 30
3 1479 30
3 1480 30
3 1481 30
3 1482 30
3 1483 30
3 1484 30
3 1485 30
3 1486 30
3 1487 30
3 1488 30
3 1489 30
3 1490 30
3 1491 30
3 1492 30
3 1493 30
3 1494 29
3 1495 30
3 1496 30
3 1497 30
3 1498 30
3 1499 30
3 1500 30
3 1501 30
3 1502 30
3 1503 30
3 1504 30
3 1505 30
3 1506 30
3 1507 30
3 1508 30
3 1509 30
3 1510 30
3 1511 29
3 1512 29
3 1513 29
3 1514 28
3 1515 30
3 1516 30
3 1517 30
3 1518 30
3 1519 30
3 1520 30
3 1521 30
3 1522 30
3 1523 30
3 1524 30
3 1525 30
3 1526 30
3 1527 30
3 1528 30
3 1529 30
3 1530 30
3 1531 30
3 1532 30
3 1533 29
3 1534 29
3 1535 29
3 1536 30
3 1537 30
3 1538 30
3 1539 30
3 1540 30
3 1541 30
3 1542 30
3 1543 30
3 1544 30
3 1545 30
3 1546 30
3 1547 30
3 1548 30
3 1549 30
3 1550 30
3 1551 30
3 1552 30
3 1553 30
3 1554 30
3 1555 30
3 1556 30
3 1557 29
3 1558 30
3 1559 29
3 1560 30
3 1561 30
3 1562 30
3 1563 30
3 1564 30
3 1565 30
3 1566 30
3 1567 30
3 1568 30
3 1569 30
3 1570 30
3 1571 29
3 1572 30
3 1573 30
3 1574 30
3 1575 30
3 1576 30
3 1577 30
3 1578 30
3 1579 29
3 1580 31
3 1581 30
3 1582 30
3 1583 30
3 1584 30
3 1585 30
3 1586 30
3 1587 30
3 1588 30
3 1589 30
3 1590 30
3 1591 30
3 1592 30
3 1593 30
3 1594 30
3 1595 30
3 1596 31
3 1597 30
3 1598 30
3 1599 30
3 1600 30
3 1601 30
3 1602 30
3 1603 30
3 1604 30
3 1605 30
3 1606 30
3 1607 30
